phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
com-en-cer		commencer	kom@se	commencer	VER			436.83	421.89	92.51	42.5	inf;	1	6	1	9	6	CVCCVCCVC	CVCVCV	4	8	9	6	ko-m@-se	3	CV-CV-CV	recnemmoc	es@mok	com-men-cer	VER	95	23	1.7	1.45	commencer	1
lour		lourd	luR	lourd	ADJ	m	s	29.45	145.88	10.15	42.5		3	6	1	5	3	CVVCC	CVC	2	23	5	3	luR	1	CVC	druol	Rul	lourd	ADJ,ADV,NOM	100	15	1.7	1	lourd	1
cer-cl		cercle	sERkl	cercle	NOM	m	s	21.77	54.26	17.77	42.43		2	4	1	6	5	CVCCCV	CVCCC	1	1	6	5	sERkl	1	CVCCC	elcrec	lkREs	cer-cle	NOM,VER	100	26	1.8	1.65	cercle	1
pro-m-na-d		promenade	pROmnad	promenade	NOM	f	s	15.34	58.11	13.45	42.43		1	2	1	9	7	CCVCVCVCV	CCVCCVC	0	0	7	6	pROm-nad	2	CCVC-CVC	edanemorp	danmORp	pro-me-na-de	NOM	100	26	2.55	2.55	promenade	1
pro-mi		promis	pRomi	promettre	VER	m		185.26	101.42	82.83	42.43	ind:pas:1s;ind:pas:2s;par:pas;par:pas;par:pas;	3	5	0	6	5	CCVCVC	CCVCV	3	5	6	5	pRo-mi	2	CCV-CV	simorp	imoRp	pro-mis	VER,ADJ,NOM	100	29	1.8	1.6	promettre	1
res-pe		respect	REspE	respect	NOM	m	s	54.78	43.85	50.47	42.43		1	2	1	7	5	CVCCVCC	CVCCV	0	1	7	5	REs-pE	2	CVC-CV	tcepser	EpsER	res-pect	NOM	100	24	1.8	1.9	respecter	1
re-ve-nu		revenu	R°v°ny	revenir	VER	m	s	618.62	490.54	57.3	42.43	par:pas;	3	10	0	6	6	CVCVCV	CVCVCV	3	6	6	6	R°-v°-ny	3	CV-CV-CV	unever	yn°v°R	re-ve-nu	VER,ADJ,NOM	100	27	1.7		revenir	1
ser-vai		servait	sERvE	servir	VER			309.81	286.22	6.41	42.43	ind:imp:3s;	1	3	0	7	5	CVCCVVC	CVCCV	3	7	0	0	sER-vE	2	CVC-CV	tiavres	EvREs	ser-vait	VER	100	24	1.75	1.5	servir	1
mer-ci		merci	mERsi	merci	ONO			936.01	42.36	936.01	42.36		2	3	1	5	5	CVCCV	CVCCV	0	1	5	5	mER-si	2	CVC-CV	icrem	isREm	mer-ci	NOM,ONO			1.95	1.95	merci	1
mis-ion		mission	misj§	mission	NOM	f	s	85.24	48.45	80.02	42.36		1	3	1	7	5	CVCCVVC	CVCYV	1	6	7	5	mi-sj§	2	CV-CYV	noissim	§jsim	mis-sion	NOM	96	26	1.8	1.55	mission	1
u-sa-g		usage	yzaZ	usage	NOM	m	s	14.45	47.97	13.26	42.3		1	2	1	5	4	VCVCV	VCVC	1	0	5	4	y-zaZ	2	V-CVC	egasu	Zazy	u-sa-ge	NOM	100	17	1.75	1.9	user-age	2
cir-cons-tan-c		circonstances	siRk§st@s	circonstance	NOM	f	p	21.8	58.24	19.32	42.23		1	2	0	13	9	CVCCVCCCVCCVC	CVCCVCCVC	0	0	0	9	siR-k§s-t@s	3	CVC-CVC-CVC	secnatsnocric	s@ts§kRis	cir-cons-tan-ces	NOM	96	25	3.1	3.25	circonstance	1
meu-bl		meubles	m9bl	meuble	NOM	m	p	19.48	53.99	17.01	42.23		2	6	0	7	4	CVVCCVC	CVCC	2	0	0	4	m9bl	1	CVCC	selbuem	lb9m	meu-bles	ADJ,NOM	100	18	1.75	1.75	meuble	1
pas-ai		passaient	pasE	passer	VER			1495.49	1165.27	3.44	42.23	ind:imp:3p;	1	4	0	9	4	CVCCVVVCC	CVCV	5	27	0	0	pa-sE	2	CV-CV	tneiassap	Esap	pas-saient	VER	95	23	1.7	1	passer	1
sys-tè-m		système	sistEm	système	NOM	m	s	76.92	46.96	66.12	42.23		1	2	1	7	6	CVCCVCV	CVCCVC	0	0	7	6	sis-tEm	2	CVC-CVC	emètsys	mEtsis	sys-tè-me	NOM	100	22	2.8	2	système	1
lec-tu-r		lecture	lEktyR	lecture	NOM	f	s	15.8	54.53	13.97	42.16		1	2	1	7	6	CVCCVCV	CVCCVC	0	1	5	5	lEk-tyR	2	CVC-CVC	erutcel	RytkEl	lec-tu-re	NOM	95	24	2.1	2	lecture	1
re-la-tion		relations	R2lasj§	relation	NOM	f	p	74.95	52.36	30.92	42.16		2	1	0	9	7	CVCVCVVCC	CVCVCYV	1	2	0	0	R2-la-sj§	3	CV-CV-CYV	snoitaler	§jsal2R	re-la-tions	NOM,VER	100	13	1.9	2.05	relation	1
ca-v		cave	kav	cave	NOM	f	s	22.4	56.35	19.98	42.09		2	4	1	4	3	CVCV	CVC	19	27	4	3	kav	1	CVC	evac	vak	ca-ve	ADJ,NOM	100	28	1	1	cave	1
frui		fruits	fR8i	fruit	NOM	m	p	39.45	64.05	23.45	42.09		1	2	0	6	4	CCVVCC	CCYV	2	2	0	4	fR8i	1	CCYV	stiurf	i8Rf	fruits	NOM	90	22	1.75	1.8	fruit	1
si-gn		signes	siN	signe	NOM	m	p	82.73	161.28	15	42.09		2	7	0	6	3	CVCCVC	CVC	10	16	0	3	siN	1	CVC	sengis	Nis	si-gnes	NOM,VER	96	32	1.25	1	signe	1
eau		eaux	o	eau	NOM	f	p	305.74	459.86	15.14	42.03		1	16	0	4	1	VVVC	V	5	20	0	1	o	1	V	xuae	o	eaux	NOM			1.4	1	eau	1
pous-é		poussé	puse	pousser	VER	m	s	125.61	288.92	18.46	42.03	par:pas;	2	12	0	6	4	CVVCCV	CVCV	5	19	6	4	pu-se	2	CV-CV	éssuop	esup	pous-sé	VER,ADJ	100	24	1.65	1	pousser	1
au		haut	o	haut	ADJ	m	s	68.05	196.76	23.41	41.96		3	16	1	4	1	CVVC	V	6	20	4	1	o	1	V	tuah	o	haut	ADJ,ADV,NOM	97	34	1.55	1	haut	1
rian		riant	Rj@	rire	VER			140.24	320.54	1.89	41.96	par:pre;	2	3	0	5	3	CVVCC	CYV	6	14	4	3	Rj@	1	CYV	tnair	@jR	riant	ADJ,VER	96	31	1.3	1	rire	1
dor-mai		dormait	dORmE	dormir	VER			392.09	259.05	9.72	41.89	ind:imp:3s;	1	3	0	7	5	CVCCVVC	CVCCV	3	5	0	0	dOR-mE	2	CVC-CV	tiamrod	EmROd	dor-mait	VER	100	17	1.75	1.65	dormir	1
con-ais-ai		connaissais	konEsE	connaître	VER			961.03	629.26	34.19	41.82	ind:imp:1s;ind:imp:2s;	1	3	0	11	6	CVCCVVCCVVC	CVCVCV	1	3	0	0	ko-nE-sE	3	CV-CV-CV	siassiannoc	EsEnok	con-nais-sais	VER	93	16	2.65	1.8	connaître	1
mai-gr		maigre	mEgR	maigre	ADJ		s	12.73	62.7	11.1	41.82		2	4	1	6	4	CVVCCV	CVCC	1	4	6	4	mEgR	1	CVCC	ergiam	RgEm	mai-gre	ADJ,NOM	93	29	1.7	1.65	maigre	1
mé-tal		métal	metal	métal	NOM	m	s	14.36	44.73	12.16	41.82		1	1	1	5	5	CVCVC	CVCVC	1	7	5	5	me-tal	2	CV-CVC	latém	latem	mé-tal	NOM	100	28	1.85	1.5	métal	1
pous-		pousse	pus	pousser	VER			125.61	288.92	29.6	41.82	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	2	8	0	6	3	CVVCCV	CVC	9	18	6	3	pus	1	CVC	essuop	sup	pous-se	NOM,VER	100	24	1.3	1	pousser	1
bi-zar-		bizarre	bizaR	bizarre	ADJ		s	131.41	52.23	117.31	41.76		1	2	1	7	5	CVCVCCV	CVCVC	1	6	7	5	bi-zaR	2	CV-CVC	errazib	Razib	bi-zar-re	ADJ	100	18	2.35	1.55	bizarre	1
chau		chaud	So	chaud	ADV			39.06	41.76	39.06	41.76		3	9	1	5	2	CCVVC	CV	3	20	5	2	So	1	CV	duahc	oS	chaud	ADJ,ADV,NOM			1.75	1	chaud	1
ren-tr		rentre	R@tR	rentrer	VER			532.51	279.93	151.42	41.76	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	1	3	0	6	4	CVCCCV	CVCC	7	9	0	0	R@tR	1	CVCC	ertner	Rt@R	ren-tre	VER	95	24	1.35	1.2	rentrer	1
nou-vel-		nouvelles	nuvEl	nouvelle	ADJ	f	p	191.15	172.5	38.37	41.69		2	5	0	9	5	CVVCVCCVC	CVCVC	0	2	0	5	nu-vEl	2	CV-CVC	sellevuon	lEvun	nou-vel-les	NOM,ADJ			2.55	1.9	nouvelle	1
pen-sez		pensez	p@se	penser	VER			1485.47	869.8	148.7	41.69	imp:pre:2p;ind:pre:2p;	1	14	0	6	4	CVCCVC	CVCV	4	18	0	4	p@-se	2	CV-CV	zesnep	es@p	pen-sez	VER	100	30	1.65	1	penser	1
au-pa-ra-van		auparavant	opaRav@	auparavant	ADV			14.11	41.62	14.11	41.62		1	1	1	10	7	VVCVCVCVCC	VCVCVCV	0	0	4	5	o-pa-Ra-v@	4	V-CV-CV-CV	tnavarapua	@vaRapo	au-pa-ra-vant	ADV			3.8	2.65	auparavant	1
clien		clients	klij@	client	NOM	m	p	112.12	81.55	47.03	41.62		1	2	0	7	5	CCVVCCC	CCVYV	1	4	0	5	kli-j@	2	CCV-YV	stneilc	@jilk	clients	NOM	100	18	1.85	1.75	client	1
ex-trê-m		extrême	EkstREm	extrême	ADJ		s	12.08	45.54	9.07	41.62		2	4	1	7	7	VCCCVCV	VCCCCVC	0	2	7	7	Ek-stREm	2	VC-CCCVC	emêrtxe	mERtskE	ex-trê-me	ADJ,NOM	100	14	2.8	2.05	extrême	1
mon-tr		montre	m§tR	montre	NOM	f	s	48.4	47.84	43.91	41.62		2	5	1	6	4	CVCCCV	CVCC	4	8	6	4	m§tR	1	CVCC	ertnom	Rt§m	mon-tre	NOM,VER	100	25	1.45	1.1	montre	1
ré-pé-ta		répéta	Repeta	répéter	VER			98.31	200.14	0.15	41.62	ind:pas:3s;	1	2	0	6	6	CVCVCV	CVCVCV	1	4	0	0	Re-pe-ta	3	CV-CV-CV	atépér	atepeR	ré-pé-ta	VER	94	19	1.9	1.75	répéter	1
va-lai		valait	valE	valoir	VER			236.07	175.74	15.82	41.62	ind:imp:3s;	1	5	0	6	4	CVCVVC	CVCV	8	22	0	4	va-lE	2	CV-CV	tialav	Elav	va-lait	VER	96	29	1.5	1	valoir	1
vif		vif	vif	vif	ADJ	m	s	22.95	95.07	9.27	41.62		2	4	1	3	3	CVC	CVC	11	19	3	3	vif	1	CVC	fiv	fiv	vif	ADJ,NOM			1.35	1	vif	1
les-quel-		lesquelles	lEkEl	lesquelles	PRO:rel	f	p	11.75	43.11	11.6	41.55		2	4	1	10	5	CVCCVVCCVC	CVCVC	1	3	8	4	lE-kEl	2	CV-CVC	selleuqsel	lEkEl	les-quel-les	PRO:int,PRO:rel			2.8	1.85	lesquelles-:rel	2
dé-fen-dr		défendre	def@dR	défendre	VER			78.55	91.08	36.58	41.49	inf;	1	1	1	8	6	CVCVCCCV	CVCVCC	4	9	7	6	de-f@dR	2	CV-CVCC	erdneféd	Rd@fed	dé-fen-dre	VER	100	22	1.7	1.2	défendre	1
flic		flics	flik	flic	NOM	m	p	153.5	72.43	85.97	41.49		1	2	0	5	4	CCVCC	CCVC	3	8	0	4	flik	1	CCVC	scilf	kilf	flics	NOM	100	14	1.8	1.4	flic	1
man-qu		manque	m@k	manquer	VER			253.94	197.64	98.77	41.49	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	2	5	0	6	3	CVCCVV	CVC	6	10	6	3	m@k	1	CVC	euqnam	k@m	man-que	NOM,VER	95	24	1.45	1.15	manquer	1
mar-br		marbre	maRbR	marbre	NOM	m	s	7.31	43.04	6.28	41.49		2	4	1	6	5	CVCCCV	CVCCC	3	1	6	5	maRbR	1	CVCCC	erbram	RbRam	mar-bre	NOM,VER	100	21	1.65	1.75	marbre	1
mor-ceau		morceaux	mORso	morceau	NOM	m	p	64.78	99.32	24.13	41.49		1	2	0	8	5	CVCCVVVC	CVCCV	1	4	0	5	mOR-so	2	CVC-CV	xuaecrom	osROm	mor-ceaux	NOM	95	21	2.05	1.7	morceau	1
o-pé-ra-tion		opération	opeRasj§	opération	NOM	f	s	61.94	70.2	50.01	41.42		1	2	1	9	8	VCVCVCVVC	VCVCVCYV	0	0	9	8	o-pe-Ra-sj§	4	V-CV-CV-CYV	noitarépo	§jsaRepo	o-pé-ra-tion	NOM	100	14	2.7	2.65	opérer-ion	2
ve-nez		venez	v°ne	venir	VER			2763.82	1514.53	304.03	41.42	imp:pre:2p;ind:pre:2p;	1	1	0	5	4	CVCVC	CVCV	4	11	0	0	v°-ne	2	CV-CV	zenev	en°v	ve-nez	VER	100	16	1.65	1.4	venir	1
in-quié-tu-d		inquiétude	5kjetyd	inquiétude	NOM	f	s	10.04	46.76	8.2	41.35		1	2	1	10	7	VCCVVVCVCV	VCYVCVC	0	0	8	6	5-kje-tyd	3	V-CYV-CVC	edutéiuqni	dytejk5	in-quié-tu-de	NOM	95	22	2.8	2.25	inquiétude	1
vian-d		viande	vj@d	viande	NOM	f	s	44.43	45	43.78	41.35		1	2	1	6	4	CVVCCV	CYVC	1	0	6	4	vj@d	1	CYVC	ednaiv	d@jv	vian-de	NOM	100	26	1.85	1.9	viande	1
com-pre-nai		comprenait	k§pR°nE	comprendre	VER			893.51	614.8	4.69	41.28	ind:imp:3s;	1	3	0	10	7	CVCCCVCVVC	CVCCVCV	2	3	0	0	k§-pR°-nE	3	CV-CCV-CV	tianerpmoc	En°Rp§k	com-pre-nait	VER	96	25	2.5	1.95	comprendre	1
mien-		mienne	mjEn	mienne	PRO:pos	f	s	50.46	41.28	50.46	41.28		2	4	1	6	4	CVVCCV	CYVC	3	6	6	4	mjEn	1	CYVC	enneim	nEjm	mien-ne	ADJ:pos,PRO:pos			1.8	1.6	mienne-:pos	2
mor		mort	mOR	mort	ADJ	m	s	89.29	113.18	54.19	41.28		3	13	1	4	3	CVCC	CVC	11	25	4	3	mOR	1	CVC	trom	ROm	mort	ADJ,NOM,VER	100	29	1.25	1	mort	1
mo-teur		moteur	mot9R	moteur	NOM	m	s	33.63	51.08	26.31	41.28		2	4	1	6	5	CVCVVC	CVCVC	2	10	6	4	mo-t9R	2	CV-CVC	ruetom	R9tom	mo-teur	ADJ,NOM	100	27	1.75	1.4	moteur	1
ta-ba		tabac	taba	tabac	NOM	m	s	16	41.89	15.7	41.28		1	2	1	5	4	CVCVC	CVCV	0	20	5	4	ta-ba	2	CV-CV	cabat	abat	ta-bac	NOM	100	27	1.95	1	tabac	1
vil-		villes	vil	ville	NOM	f	p	295.14	352.97	17.17	41.28		1	6	0	6	3	CVCCVC	CVC	9	26	0	3	vil	1	CVC	selliv	liv	vil-les	NOM	100	35	1.3	1	ville	1
vi-tr		vitre	vitR	vitre	NOM	f	s	16.35	76.22	10.21	41.28		2	4	1	5	4	CVCCV	CVCC	10	12	5	4	vitR	1	CVCC	ertiv	Rtiv	vi-tre	NOM,VER	100	17	1.3	1.15	vitre	1
pa-reil-		pareille	paREj	pareil	ADJ	f	s	133.45	149.66	21.01	41.22		2	9	0	8	5	CVCVVCCV	CVCVY	0	2	0	5	pa-REj	2	CV-CVY	ellierap	jERap	pa-reil-le	ADJ,NOM	100	15	2.1	1.8	pareil	1
taxi		taxi	taksi	taxi	NOM	m	s	63.77	46.82	59.42	41.22		1	2	1	4	5	CVCV	CVCCV	6	5	4	5	tak-si	2	CVC-CV	ixat	iskat	taxi	NOM	100	35	1.65	1.65	taxi	1
vol		vol	vOl	vol	NOM	m	s	82.42	48.31	74.14	41.22		1	7	1	3	3	CVC	CVC	9	15	3	3	vOl	1	CVC	lov	lOv	vol	NOM			1.25	1.05	voler	1
em-pê-ch		empêche	@pES	empêcher	VER			121.85	171.28	31.46	41.15	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	3	0	7	4	VCCVCCV	VCVC	3	4	0	0	@-pES	2	V-CVC	ehcêpme	SEp@	em-pê-che	VER	96	25	1.65	1.45	empêcher	1
en-voyer		envoyer	@vwaje	envoyer	VER			360.16	177.64	69.77	41.15	inf;;inf;;inf;;inf;;inf;;inf;;inf;;	1	11	1	7	6	VCCVVVC	VCYVYV	2	5	7	6	@-vwa-je	3	V-CYV-YV	reyovne	ejawv@	en-voyer	VER	100	25	1.8	1.65	envoyer	1
vi-van		vivant	viv@	vivant	ADJ	m	s	124.97	92.23	76.38	41.15		3	5	1	6	4	CVCVCC	CVCV	6	11	6	4	vi-v@	2	CV-CV	tnaviv	@viv	vi-vant	ADJ,NOM,VER	100	25	1.5	1.25	vivant	1
ré-vo-lu-tion		révolution	Revolysj§	révolution	NOM	f	s	25	46.08	23.07	41.08		1	2	1	10	9	CVCVCVCVVC	CVCVCVCYV	2	2	10	9	Re-vo-ly-sj§	4	CV-CV-CV-CYV	noitulovér	§jsyloveR	ré-vo-lu-tion	NOM	92	26	2.2	2.45	révolution	1
va-gu		vague	vag	vague	ADJ		s	9.9	65.95	6.32	41.08		3	6	1	5	3	CVCVV	CVC	8	15	5	3	vag	1	CVC	eugav	gav	va-gue	ADJ,NOM,VER	100	23	1.5	1	vague	1
cou-ver-tu-r		couverture	kuvERtyR	couverture	NOM	f	s	34.39	62.03	26.5	41.01		1	2	1	10	8	CVVCVCCVCV	CVCVCCVC	0	0	8	6	ku-vER-tyR	3	CV-CVC-CVC	erutrevuoc	RytREvuk	cou-ver-tu-re	NOM	100	20	2.65	2.75	couverture	1
re-van-ch		revanche	R°v@S	revanche	NOM	f	s	13.81	41.62	13.73	41.01		1	3	1	8	5	CVCVCCCV	CVCVC	1	3	8	5	R°-v@S	2	CV-CVC	ehcnaver	S@v°R	re-van-che	NOM	100	23	2.1	1.65	revanche	1
é-pai		épais	epE	épais	ADJ	m		10.19	90.61	6.08	41.01		2	2	1	5	3	VCVVC	VCV	3	11	5	3	e-pE	2	V-CV	siapé	Epe	é-pais	ADJ,ADV	100	20	1.7	1.15	épais	1
dra		draps	dRa	drap	NOM	m	p	19.22	74.12	15.54	40.95		1	2	0	5	3	CCVCC	CCV	5	13	0	3	dRa	1	CCV	spard	aRd	draps	NOM	90	22	1.65	1	drap	1
fai-bl		faible	fEbl	faible	ADJ		s	38.78	53.65	31.03	40.95		2	4	1	6	4	CVVCCV	CVCC	2	2	6	4	fEbl	1	CVCC	elbiaf	lbEf	fai-ble	ADJ,NOM	100	19	1.8	1.8	faible	1
plin		pleins	pl5	plein	ADJ	m	p	208.75	370.41	13.46	40.95		2	11	0	6	3	CCVVCC	CCV	2	12	0	3	pl5	1	CCV	snielp	5lp	pleins	ADJ,NOM	100	24	1.75	1.2	plein	1
sa-voir		savoir	savwaR	savoir	NOM	m	s	37.32	41.42	37.27	40.95		2	3	1	6	6	CVCVVC	CVCYVC	4	4	6	6	sa-vwaR	2	CV-CYVC	riovas	Rawvas	sa-voir	NOM,VER	100	28	1.7	1.7	savoir	1
tra-c		traces	tRas	trace	NOM	f	p	60.18	80.27	30.98	40.95		2	7	0	6	4	CCVCVC	CCVC	6	13	0	4	tRas	1	CCVC	secart	saRt	tra-ces	NOM,VER	100	34	1.45	1	trace	1
a-van-c		avance	av@s	avancer	VER			95.62	195	30.92	40.88	imp:pre:2s;ind:pre:1s;ind:pre:3s;	2	5	0	6	4	VCVCCV	VCVC	2	1	6	4	a-v@s	2	V-CVC	ecnava	s@va	a-van-ce	NOM,VER	100	28	1.7	1.65	avancer	1
a-ve-nu		avenue	av°ny	avenue	NOM	f	s	8.7	47.7	8.19	40.81		2	6	1	6	5	VCVCVV	VCVCV	1	2	6	5	a-v°-ny	3	V-CV-CV	euneva	yn°va	a-ve-nue	ADJ,NOM	95	21	1.75		avenue	1
cri		crie	kRi	crier	VER			116.94	239.73	35.65	40.81	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	5	0	4	3	CCVV	CCV	12	15	0	3	kRi	1	CCV	eirc	iRk	crie	VER	95	23	1	1	crier	1
cou-ché		couché	kuSe	coucher	VER	m	s	181.96	196.22	35.71	40.74	par:pas;	3	13	0	6	4	CVVCCV	CVCV	8	18	6	4	ku-Se	2	CV-CV	éhcuoc	eSuk	cou-ché	VER,ADJ,NOM	100	20	1.45	1	coucher	1
fi		fis	fi	faire	VER			8813.48	5328.99	4.35	40.74	ind:pas:1s;ind:pas:2s;	1	8	0	3	2	CVC	CV	20	27	0	2	fi	1	CV	sif	if	fis	VER	100	19	1	1	faire	1
fu-r		furent	fyR	être	AUX			8074.24	6501.82	8.96	40.74	ind:pas:3p;	2	2	0	6	3	CVCVCC	CVC	14	21	0	0	fyR	1	CVC	tneruf	Ryf	fu-rent	AUX,VER			1.2	1	être	1
gran-g		grange	gR@Z	grange	NOM	f	s	7.33	46.01	6.95	40.74		1	2	1	6	4	CCVCCV	CCVC	4	6	6	4	gR@Z	1	CCVC	egnarg	Z@Rg	gran-ge	NOM	84	26	1.7	1.55	grange	1
va-leur		valeur	val9R	valeur	NOM	f	s	45.4	52.3	32.48	40.74		1	2	1	6	5	CVCVVC	CVCVC	4	10	6	5	va-l9R	2	CV-CVC	ruelav	R9lav	va-leur	NOM	100	19	1.65	1.35	valeur	1
pres-		presse	pREs	presse	NOM	f	s	45.77	41.82	45.1	40.68		2	4	1	6	4	CCVCCV	CCVC	6	12	6	4	pREs	1	CCVC	esserp	sERp	pres-se	NOM,VER	100	31	1.4	1	presse	1
sien-		sienne	sjEn	sienne	PRO:pos	f	s	14.21	40.68	14.21	40.68		3	6	1	6	4	CVVCCV	CYVC	3	7	6	4	sjEn	1	CYVC	enneis	nEjs	sien-ne	ADJ,ADJ:pos,PRO:pos			1.75	1.45	sienne-:pos	2
vo-lon-tier		volontiers	vol§tje	volontiers	ADV			19.41	40.61	19.41	40.61		1	1	1	10	7	CVCVCCVVCC	CVCVCYV	0	0	7	6	vo-l§-tje	3	CV-CV-CYV	sreitnolov	ejt§lov	vo-lon-tiers	ADV			3.4	2.6	volontiers	1
sui-vai		suivait	s8ivE	suivre	VER			2090.54	949.12	6.09	40.54	ind:imp:3s;	1	3	0	7	5	CVVCVVC	CYVCV	2	5	0	0	s8i-vE	2	CYV-CV	tiavius	Evi8s	sui-vait	VER	100	23	1.8	1.55	suivre	1
at-in-dr		atteindre	at5dR	atteindre	VER			61.83	126.76	24.42	40.47	inf;	1	1	1	9	5	VCCVVCCCV	VCVCC	1	2	7	4	a-t5dR	2	V-CVCC	erdnietta	Rd5ta	at-tein-dre	VER	100	23	1.95	1.65	atteindre	1
jou		joue	Zu	jouer	VER			570.12	337.23	122.88	40.47	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;	2	7	0	4	2	CVVV	CV	15	27	4	2	Zu	1	CV	euoj	uZ	joue	NOM,VER	90	33	1	1	jouer	1
se-cour		secours	s°kuR	secours	NOM	m		70.36	40.47	70.36	40.47		2	4	1	7	5	CVCVVCC	CVCVC	5	3	7	5	s°-kuR	2	CV-CVC	sruoces	Ruk°s	se-cours	VER,NOM	95	24	1.65	1.45	secours	1
le-vé		levé	l°ve	lever	VER	m	s	165.98	440.74	13.4	40.41	par:pas;	3	16	0	4	4	CVCV	CVCV	3	8	4	4	l°-ve	2	CV-CV	ével	ev°l	le-vé	VER,ADJ,NOM	100	16	1.65	1.55	lever	1
res-em-bl		ressemble	R°s@bl	ressembler	VER			148.62	157.5	83.47	40.41	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	1	3	0	9	6	CVCCVCCCV	CVCVCC	3	1	0	0	R°-s@bl	2	CV-CVCC	elbmesser	lb@s°R	res-sem-ble	VER	91	23	1.7	1.7	ressembler	1
souf-rir		souffrir	sufRiR	souffrir	VER			113.83	119.26	34.26	40.41	inf;	1	2	1	8	6	CVVCCCVC	CVCCVC	2	1	7	5	su-fRiR	2	CV-CCVC	rirffuos	RiRfus	souf-frir	VER	100	12	2.1	1.65	souffrir	1
ve-nu		venus	v°ny	venir	VER	m	p	2763.82	1514.53	53.34	40.41	par:pas;	3	11	0	5	4	CVCVC	CVCV	7	9	0	4	v°-ny	2	CV-CV	sunev	yn°v	ve-nus	VER,ADJ,NOM	100	16	1.45	1.55	venir	1
sou-ri-r		sourire	suRiR	sourire	VER			53.97	262.91	12.31	40.34	inf;	2	4	1	7	5	CVVCVCV	CVCVC	4	10	6	5	su-RiR	2	CV-CVC	eriruos	RiRus	sou-ri-re	NOM,VER	100	26	1.7	1.2	sourire	1
con-dui-r		conduire	k§d8iR	conduire	VER			169.64	144.66	60.56	40.27	inf;;inf;;inf;;inf;;	1	1	1	8	6	CVCCVVCV	CVCYVC	3	2	7	6	k§-d8iR	2	CV-CYVC	eriudnoc	Ri8d§k	con-dui-re	VER	100	19	1.75	1.6	conduire	1
mal-eu-reu		malheureux	mal2R2	malheureux	ADJ	m		37.96	58.85	24.55	40.27		2	2	1	10	6	CVCCVVCVVC	CVCVCV	0	2	10	6	ma-l2-R2	3	CV-CV-CV	xueruehlam	2R2lam	mal-heu-reux	ADJ,NOM	100	28	3.5	2.25	malheur-eux	2
pa-raî-tr		paraître	paREtR	paraître	VER			122.14	448.11	15.31	40.27	inf;	1	1	1	8	6	CVCVVCCV	CVCVCC	1	2	5	5	pa-REtR	2	CV-CVCC	ertîarap	RtERap	pa-raî-tre	VER	96	27	2.3	1.6	paraître	1
par-lai		parlaient	paRlE	parler	VER			1970.55	1086.01	5.94	40.27	ind:imp:3p;	1	4	0	9	5	CVCCVVVCC	CVCCV	3	10	0	0	paR-lE	2	CVC-CV	tneialrap	ElRap	par-laient	VER	100	19	1.8	1.2	parler	1
é-té		été	ete	être	AUX	m	s	8074.24	6501.82	24.71	40.2	par:pas;	3	4	0	3	3	VCV	VCV	2	17	3	3	e-te	2	V-CV	été	ete	é-té	NOM,AUX,VER			1.7	1	être	1
vain		vain	v5	vain	ADJ	m	s	19.87	57.03	16.02	40.14		1	9	1	4	2	CVVC	CV	11	25	4	2	v5	1	CV	niav	5v	vain	ADJ	95	24	1.15	1	vain	1
bu		bu	by	boire	VER	m	s	339.05	274.32	53.1	40.07	par:pas;	2	7	0	2	2	CV	CV	16	25	2	2	by	1	CV	ub	yb	bu	VER,ADJ	100	30	1	1	boire	1
char-gé		chargé	SaRZe	charger	VER	m	s	93.02	122.16	23.18	40.07	par:pas;	2	10	0	6	5	CCVCCV	CVCCV	3	8	6	5	SaR-Ze	2	CVC-CV	égrahc	eZRaS	char-gé	VER,ADJ	96	26	1.75	1.45	charger	1
mil-ier		milliers	milje	millier	NOM	m	p	37.94	42.43	34.78	40.07		1	2	0	8	5	CVCCVVCC	CVCYV	0	8	0	5	mi-lje	2	CV-CYV	sreillim	ejlim	mil-liers	NOM	94	17	2.35	1.55	millier	1
ai-l		ailes	El	aile	NOM	f	p	33.45	60.47	18.45	40		1	5	0	5	2	VVCVC	VC	11	16	0	2	El	1	VC	selia	lE	ai-les	NOM	100	17	1	1	aile	1
mé-tro		métro	metRo	métro	NOM	m	s	18.17	41.35	17.66	40		1	2	1	5	5	CVCCV	CVCCV	3	3	5	5	me-tRo	2	CV-CCV	ortém	oRtem	mé-tro	NOM	100	25	1.8	1.75	métro	1
ren		rend	R@	rendre	VER			508.81	468.11	82.91	40	ind:pre:3s;	1	5	0	4	2	CVCC	CV	6	27	0	2	R@	1	CV	dner	@R	rend	VER	96	29	1.5	1	rendre	1
